0.00	5.43	1
6.80	0.37	2
12.93	-10.63	3
23.81	-31.75	4
29.25	-40.67	5
163.27	-120.67	6
177.89	-121.86	7
183.33	-121.86
188.10	-121.86
192.86	-121.86
197.62	-121.86
224.49	-121.86	8
230.27	-116.80	9
230.61	-108.77	11
230.61	-115.91	10
235.37	-121.86	12
