0.00	4.54	1
6.80	0.37	2
10.88	-9.74	3
12.24	-11.52	4
17.01	-22.23	5
17.69	-24.91	6
23.47	-38.88	7
23.81	-38.88
24.15	-37.99	8
29.25	-52.86	9
