0.00	6.32	1
6.12	0.37	2
11.90	-2.01	3
11.90	-2.90
12.93	-2.90	4
18.71	-8.85	5
24.83	-18.96	6
24.83	-20.15
24.83	-18.07	7
25.85	-19.26
25.85	-17.77	8
30.95	-24.01	9
30.95	-25.20
