0.00	6.02
0.00	6.32
6.12	0.37
11.90	-2.01
11.90	-2.90
12.93	-2.90
18.71	-8.85
24.83	-18.96
24.83	-20.15
25.85	-19.26
30.95	-25.20
30.95	-24.01
117.35	-24.61
221.43	-25.50
221.77	-25.50
226.19	-25.80
226.53	-25.80
