0.00	369.03	1
18.82	357.57	4
26.88	352.66	5
37.63	346.11	8
1905.91	343.66	9
1905.91	342.02	
1911.29	343.66	10
1967.74	345.29	11
1978.49	345.29	12
2217.74	343.66	13
2225.81	345.29	14
