0.00	473.81	1
5.38	468.08	2
10.75	457.44	3
21.51	436.15	4
26.88	427.15	5
161.29	347.75	6
177.42	346.11	7
223.12	346.11	8
228.49	359.21	11
228.49	351.84	10
228.49	344.47
233.87	346.11
